"100000000"	"JAP"
"100010000"	"JAP"
"100010001"	"JAP"
"100010002"	"JAP"
"100010003"	"JAP"
"100010004"	"JAP"
"100010005"	"JAP"
"100010006"	"JAP"
"100010007"	"JAP"
"100010008"	"JAP"
"100010009"	"JAP"
"100010010"	"JAP"
"100020000"	"JAP"
"100020001"	"JAP"
"100020002"	"JAP"
"100020003"	"JAP"
"100020004"	"JAP"
"100020005"	"JAP"
"100020006"	"JAP"
"100020007"	"JAP"
"100020008"	"JAP"
"100020009"	"JAP"
"100030000"	"JAP"
"100030001"	"JAP"
"100030002"	"JAP"
"100030003"	"JAP"
"100030004"	"JAP"
"100030005"	"JAP"
"100030006"	"JAP"
"100030007"	"JAP"
"100030008"	"JAP"
"100030009"	"JAP"
"100030010"	"JAP"
"100030011"	"JAP"
"100030012"	"JAP"
"100030013"	"JAP"
"100030014"	"JAP"
"100030015"	"JAP"
"100030016"	"JAP"
"100030017"	"JAP"
"100030018"	"JAP"
"100030019"	"JAP"
"100030020"	"JAP"
"100030021"	"JAP"
"100030022"	"JAP"
"100030023"	"JAP"
"100030024"	"JAP"
"100030025"	"JAP"
"100030026"	"JAP"
"100040000"	"JAP"
"100040001"	"JAP"
"100040002"	"JAP"
"100040003"	"JAP"
"100040004"	"JAP"
"100040005"	"JAP"
"100040006"	"JAP"
"100040007"	"JAP"
"100040008"	"JAP"
"100040009"	"JAP"
"100040010"	"JAP"
"100040011"	"JAP"
"100040012"	"JAP"
"100040013"	"JAP"
"100040014"	"JAP"
"100040015"	"JAP"
"100050000"	"JAP"
"100050001"	"JAP"
"100050002"	"JAP"
"100050003"	"JAP"
"100050004"	"JAP"
"100050005"	"JAP"
"100050006"	"JAP"
"100050007"	"JAP"
"100050008"	"JAP"
"100050009"	"JAP"
"100050010"	"JAP"
"100050011"	"JAP"
"100050012"	"JAP"
"100050013"	"JAP"
"100050014"	"JAP"
"100050015"	"JAP"
"100050016"	"JAP"
"100050017"	"JAP"
"100050018"	"JAP"
"100050019"	"JAP"
"100050020"	"JAP"
"100050021"	"JAP"
"100050022"	"JAP"
"100050023"	"JAP"
"100050024"	"JAP"
"100050025"	"JAP"
"100050026"	"JAP"
"100050027"	"JAP"
"100050028"	"JAP"
"100050029"	"JAP"
"100050030"	"JAP"
"100050031"	"JAP"
"100050032"	"JAP"
"100050033"	"JAP"
"100050034"	"JAP"
"100050035"	"JAP"
"100050036"	"JAP"
"100050037"	"JAP"
"100050038"	"JAP"
"100050039"	"JAP"
"100050040"	"JAP"
"100050041"	"JAP"
"100050042"	"JAP"
"100050043"	"JAP"
"100050044"	"JAP"
"100050045"	"JAP"
"100050046"	"JAP"
"100050047"	"JAP"
"100050048"	"JAP"
"100050049"	"JAP"
"100050050"	"JAP"
"100050051"	"JAP"
"100050052"	"JAP"
"100050053"	"JAP"
"100050054"	"JAP"
"100060000"	"JAP"
"100060001"	"JAP"
"100060002"	"JAP"
"100060003"	"JAP"
"100060004"	"JAP"
"100060005"	"JAP"
"100060006"	"JAP"
"100060007"	"JAP"
"100060008"	"JAP"
"100060009"	"JAP"
"100060010"	"JAP"
"100060011"	"JAP"
"100060012"	"JAP"
"100060013"	"JAP"
"100060014"	"JAP"
"100060015"	"JAP"
"100060016"	"JAP"
"100060017"	"JAP"
"100060018"	"JAP"
"100060019"	"JAP"
"100060020"	"JAP"
"100060021"	"JAP"
"100060022"	"JAP"
"100060023"	"JAP"
"100060024"	"JAP"
"100060025"	"JAP"
"100060026"	"JAP"
"100060027"	"JAP"
"100060028"	"JAP"
"100060029"	"JAP"
"100060030"	"JAP"
"100060031"	"JAP"
"100110000"	"JAP"
"100110001"	"JAP"
"100110002"	"JAP"
"100110003"	"JAP"
"100110004"	"JAP"
"100110005"	"JAP"
"100110006"	"JAP"
"100110007"	"JAP"
"100110008"	"JAP"
"100110009"	"JAP"
"100110010"	"JAP"
"100110011"	"JAP"
"100110012"	"JAP"
"100110013"	"JAP"
"100110014"	"JAP"
"100110015"	"JAP"
"100110016"	"JAP"
"100110017"	"JAP"
"100110018"	"JAP"
"100110019"	"JAP"
"100110020"	"JAP"
"100110021"	"JAP"
"100110022"	"JAP"
"100110023"	"JAP"
"100110024"	"JAP"
"100110025"	"JAP"
"100110026"	"JAP"
"100110027"	"JAP"
"100110028"	"JAP"
"100110029"	"JAP"
"100110030"	"JAP"
"100110031"	"JAP"
"100110032"	"JAP"
"100110033"	"JAP"
"100110034"	"JAP"
"100110035"	"JAP"
"100110036"	"JAP"
"100110037"	"JAP"
"100110038"	"JAP"
"100110039"	"JAP"
"100110040"	"JAP"
"100110041"	"JAP"
"100110042"	"JAP"
"100120000"	"JAP"
"100120001"	"JAP"
"100120002"	"JAP"
"100120003"	"JAP"
"100120004"	"JAP"
"100120005"	"JAP"
"100120006"	"JAP"
"100120007"	"JAP"
"100120008"	"JAP"
"100120009"	"JAP"
"100120010"	"JAP"
"100120011"	"JAP"
"100120012"	"JAP"
"100120013"	"JAP"
"100120014"	"JAP"
"100120015"	"JAP"
"100120016"	"JAP"
"100130000"	"JAP"
"100130001"	"JAP"
"100130002"	"JAP"
"100130003"	"JAP"
"100130004"	"JAP"
"100130005"	"JAP"
"100130006"	"JAP"
"100130007"	"JAP"
"100130008"	"JAP"
"100130009"	"JAP"
"100130010"	"JAP"
"100130011"	"JAP"
"100130012"	"JAP"
"100130013"	"JAP"
"100130014"	"JAP"
"100130015"	"JAP"
"100130016"	"JAP"
"100130017"	"JAP"
"100130018"	"JAP"
"100130019"	"JAP"
"100130020"	"JAP"
"100130021"	"JAP"
"100130022"	"JAP"
"100130023"	"JAP"
"100130024"	"JAP"
"100130025"	"JAP"
"100130026"	"JAP"
"100130027"	"JAP"
"100130028"	"JAP"
"100130029"	"JAP"
"100130030"	"JAP"
"100130031"	"JAP"
"100130032"	"JAP"
"100130033"	"JAP"
"100130034"	"JAP"
"100130035"	"JAP"
"100130036"	"JAP"
"100130037"	"JAP"
"100130038"	"JAP"
"100130039"	"JAP"
"100130040"	"JAP"
"100130041"	"JAP"
"100130042"	"JAP"
"100130043"	"JAP"
"100130044"	"JAP"
"100130045"	"JAP"
"100130046"	"JAP"
"100130047"	"JAP"
"100130048"	"JAP"
"100130049"	"JAP"
"100130050"	"JAP"
"100130051"	"JAP"
"100130052"	"JAP"
"100130053"	"JAP"
"100130054"	"JAP"
"100130055"	"JAP"
"100130056"	"JAP"
"100130057"	"JAP"
"100130058"	"JAP"
"100130059"	"JAP"
"100130060"	"JAP"
"100130061"	"JAP"
"100130062"	"JAP"
"100130063"	"JAP"
"100130064"	"JAP"
"100130065"	"JAP"
"100130066"	"JAP"
"100130067"	"JAP"
"100130068"	"JAP"
"100130069"	"JAP"
"100130070"	"JAP"
"100130071"	"JAP"
"100130072"	"JAP"
"100140000"	"JAP"
"100140001"	"JAP"
"100140002"	"JAP"
"100140003"	"JAP"
"100140004"	"JAP"
"100140005"	"JAP"
"100140006"	"JAP"
"100140007"	"JAP"
"100140008"	"JAP"
"100140009"	"JAP"
"100140010"	"JAP"
"100140011"	"JAP"
"100140012"	"JAP"
"100140013"	"JAP"
"100140014"	"JAP"
"100140015"	"JAP"
"100140016"	"JAP"
"100140017"	"JAP"
"100140018"	"JAP"
"100140019"	"JAP"
"100140020"	"JAP"
"100140021"	"JAP"
"100140022"	"JAP"
"100140023"	"JAP"
"100140024"	"JAP"
"100140025"	"JAP"
"100140026"	"JAP"
"100140027"	"JAP"
"100140028"	"JAP"
"100140029"	"JAP"
"100140030"	"JAP"
"100140031"	"JAP"
"100150000"	"JAP"
"100150001"	"JAP"
"100150002"	"JAP"
"100150003"	"JAP"
"100150004"	"JAP"
"100150005"	"JAP"
"100150006"	"JAP"
"100150007"	"JAP"
"100150008"	"JAP"
"100150009"	"JAP"
"100150010"	"JAP"
"100150011"	"JAP"
"100150012"	"JAP"
"100150013"	"JAP"
"100150014"	"JAP"
"100150015"	"JAP"
"100150016"	"JAP"
"100150017"	"JAP"
"100150018"	"JAP"
"100150019"	"JAP"
"100150020"	"JAP"
"100160000"	"JAP"
"100160001"	"JAP"
"100160002"	"JAP"
"100160003"	"JAP"
"100160004"	"JAP"
"100160005"	"JAP"
"100160006"	"JAP"
"100160007"	"JAP"
"100160008"	"JAP"
"100160009"	"JAP"
"100160010"	"JAP"
"100160011"	"JAP"
"100160012"	"JAP"
"100160013"	"JAP"
"100160014"	"JAP"
"100160015"	"JAP"
"100160016"	"JAP"
"100160017"	"JAP"
"100160018"	"JAP"
"100160019"	"JAP"
"100160020"	"JAP"
"100160021"	"JAP"
"100160022"	"JAP"
"100160023"	"JAP"
"100160024"	"JAP"
"100160025"	"JAP"
"100160026"	"JAP"
"100160027"	"JAP"
"100160028"	"JAP"
"100160029"	"JAP"
"100160030"	"JAP"
"100160031"	"JAP"
"100160032"	"JAP"
"100160033"	"JAP"
"100160034"	"JAP"
"100160035"	"JAP"
"100160036"	"JAP"
"100160037"	"JAP"
"100160038"	"JAP"
"100160039"	"JAP"
"100160040"	"JAP"
"100160041"	"JAP"
"100160042"	"JAP"
"100160043"	"JAP"
"100160044"	"JAP"
"100160045"	"JAP"
"100160046"	"JAP"
"100160047"	"JAP"
"100160048"	"JAP"
"100160049"	"JAP"
"100160050"	"JAP"
"100160051"	"JAP"
"100160052"	"JAP"
"100160053"	"JAP"
"100160054"	"JAP"
"100160055"	"JAP"
"100160056"	"JAP"
"100160057"	"JAP"
"100160058"	"JAP"
"100160059"	"JAP"
"100160060"	"JAP"
"100160061"	"JAP"
"100160062"	"JAP"
"100160063"	"JAP"
"100160064"	"JAP"
"100160065"	"JAP"
"100160066"	"JAP"
"100160067"	"JAP"
"100160068"	"JAP"
"100160069"	"JAP"
"100160070"	"JAP"
"100160071"	"JAP"
"100160072"	"JAP"
"100160073"	"JAP"
"100160074"	"JAP"
"100160075"	"JAP"
"100160076"	"JAP"
"100160077"	"JAP"
"100160078"	"JAP"
"100160079"	"JAP"
"100160080"	"JAP"
"100160081"	"JAP"
"100160082"	"JAP"
"100160083"	"JAP"
"100160084"	"JAP"
"100160085"	"JAP"
"100160086"	"JAP"
"100160087"	"JAP"
"100160088"	"JAP"
"100160089"	"JAP"
"100160090"	"JAP"
"100160091"	"JAP"
"100160092"	"JAP"
"100160093"	"JAP"
"100160094"	"JAP"
"100160095"	"JAP"
"100160096"	"JAP"
"100160097"	"JAP"
"100160098"	"JAP"
"100160099"	"JAP"
"100160100"	"JAP"
"100160101"	"JAP"
"100160102"	"JAP"
"100160103"	"JAP"
"100170000"	"JAP"
"100170001"	"JAP"
"100170002"	"JAP"
"100170003"	"JAP"
"100170004"	"JAP"
"100170005"	"JAP"
"100170006"	"JAP"
"100170007"	"JAP"
"100170008"	"JAP"
"100170009"	"JAP"
"100170010"	"JAP"
"100170011"	"JAP"
"100170012"	"JAP"
"100170013"	"JAP"
"100170014"	"JAP"
"100170015"	"JAP"
"100170016"	"JAP"
"100170017"	"JAP"
"100170018"	"JAP"
"100170019"	"JAP"
"100170020"	"JAP"
"100170021"	"JAP"
"100170022"	"JAP"
"100170023"	"JAP"
"100170024"	"JAP"
"100170025"	"JAP"
"100170026"	"JAP"
"100170027"	"JAP"
"100170028"	"JAP"
"100170029"	"JAP"
"100170030"	"JAP"
"100170031"	"JAP"
"100170032"	"JAP"
"100170033"	"JAP"
"100170034"	"JAP"
"100170035"	"JAP"
"100170036"	"JAP"
"100170037"	"JAP"
"100170038"	"JAP"
"100170039"	"JAP"
"100170040"	"JAP"
"100170041"	"JAP"
"100170042"	"JAP"
"100170043"	"JAP"
"100170044"	"JAP"
"100170045"	"JAP"
"100170046"	"JAP"
"100170047"	"JAP"
"100170048"	"JAP"
"100170049"	"JAP"
"100170050"	"JAP"
"100170051"	"JAP"
"100170052"	"JAP"
"100170053"	"JAP"
"100170054"	"JAP"
"100170055"	"JAP"
"100170056"	"JAP"
"100170057"	"JAP"
"100170058"	"JAP"
"100170059"	"JAP"
"100170060"	"JAP"
"100170061"	"JAP"
"100170062"	"JAP"
"100170063"	"JAP"
"100170064"	"JAP"
"100170065"	"JAP"
"100170066"	"JAP"
"100170067"	"JAP"
"100170068"	"JAP"
"100170069"	"JAP"
"100170070"	"JAP"
"100170071"	"JAP"
"100170072"	"JAP"
"100170073"	"JAP"
"100170074"	"JAP"
"100170075"	"JAP"
"100170076"	"JAP"
"100170077"	"JAP"
"100170078"	"JAP"
"100170079"	"JAP"
"100170080"	"JAP"
"100170081"	"JAP"
"100170082"	"JAP"
"100170083"	"JAP"
"100170084"	"JAP"
"100170085"	"JAP"
"100170086"	"JAP"
"100610000"	"JAP"
"100610001"	"JAP"
"100610002"	"JAP"
"100610003"	"JAP"
"100610004"	"JAP"
"100610005"	"JAP"
"100610006"	"JAP"
"100610007"	"JAP"
"100610008"	"JAP"
"100610009"	"JAP"
"100610010"	"JAP"
"100610011"	"JAP"
"100610012"	"JAP"
"100610013"	"JAP"
"100610014"	"JAP"
"100610015"	"JAP"
"100610016"	"JAP"
"100610017"	"JAP"
"100610018"	"JAP"
"100610019"	"JAP"
"100610020"	"JAP"
"100610021"	"JAP"
"100610022"	"JAP"
"100610023"	"JAP"
"100610024"	"JAP"
"100610025"	"JAP"
"100610026"	"JAP"
"100610027"	"JAP"
"100610028"	"JAP"
"100610029"	"JAP"
"100610030"	"JAP"
"100610031"	"JAP"
"100610032"	"JAP"
"100610033"	"JAP"
"100610034"	"JAP"
"100610035"	"JAP"
"100610036"	"JAP"
"100610037"	"JAP"
"100610038"	"JAP"
"100610039"	"JAP"
"100610040"	"JAP"
"100610041"	"JAP"
"100610042"	"JAP"
"100610043"	"JAP"
"100610044"	"JAP"
"100610045"	"JAP"
"100610046"	"JAP"
"100610047"	"JAP"
"100610048"	"JAP"
"100610049"	"JAP"
"100610050"	"JAP"
"100610051"	"JAP"
"100610052"	"JAP"
"100610053"	"JAP"
"100610054"	"JAP"
"100610055"	"JAP"
"100610056"	"JAP"
"100610057"	"JAP"
"100610058"	"JAP"
"100610059"	"JAP"
"100610060"	"JAP"
"100610061"	"JAP"
"100610062"	"JAP"
"100610063"	"JAP"
"100610064"	"JAP"
"100610065"	"JAP"
"100610066"	"JAP"
"100620000"	"JAP"
"100620001"	"JAP"
"100620002"	"JAP"
"100620003"	"JAP"
"100620004"	"JAP"
"100620005"	"JAP"
"100620006"	"JAP"
"100620007"	"JAP"
"100620008"	"JAP"
"100620009"	"JAP"
"100620010"	"JAP"
"100620011"	"JAP"
"100620012"	"JAP"
"100620013"	"JAP"
"100620014"	"JAP"
"100620015"	"JAP"
"100620016"	"JAP"
"100620017"	"JAP"
"100620018"	"JAP"
"100620019"	"JAP"
"100620020"	"JAP"
"100620021"	"JAP"
"100620022"	"JAP"
"100620023"	"JAP"
"100620024"	"JAP"
"100620025"	"JAP"
"100620026"	"JAP"
"100620027"	"JAP"
"100620028"	"JAP"
"100620029"	"JAP"
"100620030"	"JAP"
"100620031"	"JAP"
"100620032"	"JAP"
"100620033"	"JAP"
"100620034"	"JAP"
"100620035"	"JAP"
"100620036"	"JAP"
"100620037"	"JAP"
